,0.0,0.01,0.1
0,-0.009945311783953982,-0.03949092413150452,0.020622772959419892
1,0.0071808827208730665,-0.041496989546158936,-0.059515785589328116
2,0.01485351965936919,0.010370893996461843,0.022084235703120653
3,0.06659612427727944,0.06563501271151881,0.07328646189962636
4,0.1490312369707355,0.15474106343708538,0.14731525381157806
5,0.24145818687468829,0.24243032491854175,0.18573227707660223
6,0.2977826782154765,0.2915377702420606,0.276148840588882
7,0.3771839530868975,0.40144050547758986,0.3646868763542039
8,0.4485989930210039,0.42609572466321766,0.44884221194456897
9,0.5422617282553563,0.514477443080511,0.45962053135664366
10,0.5175259466881534,0.5476426954036991,0.565191935661457
11,0.624864266762071,0.6349963832981332,0.5880918934738286
12,0.6620942534449815,0.5937323729131708,0.6481347474865223
13,0.7620994376507559,0.7053874861154253,0.6506044165371776
14,0.7942345905713147,0.7647806864926191,0.7255974638936042
15,0.7938957368004033,0.7083813003052419,0.7408609840635084
16,0.7791930155871721,0.7956917485034487,0.780477888274313
17,0.7842828945756178,0.7720957285074871,0.7447162706593675
18,0.8390443084542819,0.8331197880931616,0.7413116090203823
19,0.8438084700576388,0.835296077739539,0.8105286852348129
20,0.8919516898246864,0.873081927031949,0.8072874709820473
21,0.8978044165192204,0.8814879696371358,0.8491759818919353
22,0.9362294554818535,0.8361514842235929,0.8469224872386321
23,0.8856528899648297,0.9284153478868662,0.8601212617650189
24,0.9157212458627904,0.9334442783784406,0.8263414175951895
25,0.9756731494580455,0.8717595260419508,0.8868409092831742
26,0.957380674459199,0.9200820533589767,0.892869600713716
27,1.0005399163989497,0.9754589477757887,0.8836553878182903
28,0.9944227554054822,0.9235108682013347,0.9088389165331368
29,0.9504537229333823,0.9720703261916803,0.8947167923948931
30,0.9059576251092625,0.9796866908441011,0.8956301248683285
31,0.9696208354171386,0.9725026976202901,0.9381116183722877
32,0.9741615706572011,0.978238226754436,0.917559976176742
33,0.9864594462327846,0.9208168637761026,0.9151915256010785
34,1.0165627239470112,0.9421722022615936,0.9170219433290626
35,0.9735779848930368,0.9554155579764736,0.976473074148812
36,0.9560847099343809,0.9662395276641566,0.9683920088003843
37,0.9483159090805772,1.0310549797303226,0.9576502717628966
38,0.9944693378551145,0.9899975562809104,0.9887075899931309
39,1.014303795569178,1.0259960477880083,0.9196986468580328
40,0.9585909834003157,0.9873252736255522,0.9537443766848794
41,0.9717455282056104,0.9934950135341087,0.9969355634933554
42,1.0253307352088445,1.031801451042573,0.9763246380262512
43,1.0263734247884517,1.0031712866054394,0.9538049714048698
44,0.9833528487304944,1.0256191560028727,0.9477962311099083
45,0.9661476424276125,0.9860771838116325,0.9466508790142063
46,0.9800533543914087,0.9341984088369713,0.9894194571330109
47,0.9677388417553362,0.9840953385740346,0.998384239409319
48,1.0031190357380395,0.9917487258393082,0.9934169874961177
49,0.9464483148137908,1.0250969968998858,0.9957442272990441
50,1.038713335528417,0.978634849689546,1.0269497680269808
51,1.00025775234956,0.9645870930859538,0.9918401441489385
52,1.0265719913157025,0.9727253288104468,1.0128584072525053
53,1.0014048228008523,1.0343819007912465,0.9600688690797894
54,1.0180194415789832,0.982314549300654,1.016317653348697
55,0.9989772961965294,1.0297741910766458,1.0210671778827762
56,0.9886893195444548,1.0108666170477287,0.9999415188005252
57,1.0114921606698895,1.0039563148181068,0.9935661588837098
58,1.0257830732377833,1.0186680233174428,0.9984228258491435
59,1.004775573526431,1.041964017692431,1.036534560461029
60,1.0385900040160918,1.0034576848224253,1.020462877890184
61,1.016051367935728,0.9921461635795329,0.9858492014062258
62,1.0208960349818037,1.027322117948729,1.0517408018851953
63,0.9903536847433092,1.006405659901194,1.0485757398351936
64,1.0214322804277514,1.0306072586662023,1.0396773138616804
65,1.0231223118009394,1.0133414578046762,1.0204431399369058
66,1.0157402044098685,0.9716926762973952,1.0393195256701977
67,1.0164089785703412,1.0445278260160136,1.0440786071866017
68,1.032252102749044,1.0054465371531949,1.0186890376235955
69,1.0272141290418535,1.0210049801832521,1.0546944055439225
70,1.0185270435498677,1.0227985311632461,1.0392655985726909
71,1.0262116253254487,0.9920912852785806,1.050289927165456
72,1.0282731453897633,1.002140735802197,1.0893105957921343
73,1.0094544557406033,1.0264811566160321,1.0563931811048635
74,1.0116148132852296,0.983672917999199,1.0329223150855553
75,1.0533936320833284,1.015047014443097,1.0645385671789551
76,0.9807820166334431,1.0247416051027167,1.0554145272577768
77,1.0111837152075682,1.034451876584514,1.0853513364289724
78,1.0079645964846327,1.0323559719168678,1.0887649535406874
79,1.0509524199842182,1.034998055947646,1.021566939259701
80,1.0398796848417104,1.0401777337800142,1.0888076860139577
81,1.0229835177115885,1.0389677076531632,1.0822733743398425
82,1.025740590075814,0.9990400155301922,1.0524545130131655
83,1.0161135969044184,1.028775598430259,1.0842640507510564
84,1.0393197721587466,1.0240318935779156,1.0243709997100274
85,1.0319388316504543,0.9953773495313366,1.1074884709708817
86,1.040463731828217,1.0242370434497445,1.0571227705509953
87,1.0199619248643106,0.9741563362960689,1.0805510896546626
88,1.010753094001196,1.0108048225835076,1.0666428949424527
89,1.060032705240789,0.9983564338144786,1.051440938667014
90,1.034423664646093,1.034188691207926,1.1104921046669094
91,1.0341469800213827,0.9995187236931993,1.0566149336747812
92,1.0479113531902284,1.03519081943041,1.0939046652486177
93,1.0420061145517043,1.0122129985755308,1.0569071549407512
94,0.9921365289357492,1.0282860859236058,1.0805057421225683
95,1.0540112059618802,1.0163556828173896,1.0687067062806106
96,1.0134498408912398,1.0154681680491182,1.0998352077837035
