,0.1
0,0.024309280031555767
1,-0.016285367596186536
2,0.0506900778964863
3,0.0715546792993581
4,0.12147515916878918
5,0.19523504296046557
6,0.29055577570822033
7,0.3605182249057893
8,0.4146961869510651
9,0.4600784634321103
10,0.5049353838811156
11,0.587997300878433
12,0.6318460376625069
13,0.636592303317248
14,0.6768542763060077
15,0.6960582216744354
16,0.7247630613490802
17,0.7491967808730019
18,0.7456366293886826
19,0.8119094773742662
20,0.8142812190131508
21,0.7935616969374429
22,0.8385068364597605
23,0.888195952391493
24,0.798262601706122
25,0.8851590603632138
26,0.8578550577564319
27,0.8271369620117405
28,0.8685008577015167
29,0.849787777477652
30,0.8697764468011853
31,0.8833847334839264
32,0.873764158850034
33,0.8856645802041394
34,0.9345665615136521
35,0.8998481007871099
36,0.9016650613670789
37,0.960957684746237
38,0.926325791560622
39,0.9162766988172051
40,0.9489672737236021
41,0.9373805321639
42,0.980879115029165
43,0.9872263307055317
44,0.9249264473979405
45,0.9603470107126496
46,0.9629090468643249
47,0.9530509840195474
48,0.9160092835415558
49,1.017381092588533
50,0.9628433503495564
51,1.032044779626747
52,0.9850834793021456
53,0.9653512810606892
54,1.0143830793295465
55,0.9544015842720638
56,1.008409517902611
57,1.0046966625114337
58,1.006327437969507
59,1.0443185882267403
60,0.9533596349815813
61,1.0286915875591511
62,1.0329892227984918
63,1.023373092706563
64,1.0199380447521234
65,0.9929213309430316
66,1.0510713972147965
67,1.052726821330599
68,1.029272377832514
69,1.059486612808202
70,1.0097363280026423
71,1.022321665646995
72,1.0844456395162416
73,0.9890256935868812
74,1.0548035866506953
75,1.0315875755850532
76,1.0636537342826944
77,1.0387817905178207
78,1.0143890481820073
79,1.0212395646914751
80,1.0250529292501822
81,1.0804545313191927
82,1.0756610609157073
83,1.075626072635715
84,1.0596956485782212
85,1.036787242497493
86,1.0547574279187428
87,1.0766062080773622
88,1.1149784533963822
89,1.0579996604843158
90,1.0770467992474244
91,1.1041377597258775
92,1.0779892625926772
93,1.1122131262807624
94,1.1120988133159886
95,1.0890844343741033
96,1.0633399340540493
97,1.065056263756995
98,1.0804017254129725
99,1.1207442276649677
100,1.0842699098258282
101,1.1049100082676444
102,1.065721930595677
103,1.0594244371371588
104,1.1423045261088751
105,1.1169192106438457
106,1.1334203591367833
107,1.0845200728297084
108,1.1320366933068695
109,1.1660886390445504
110,1.1077491109921818
111,1.0880346393157945
112,1.0892095169371758
113,1.0788148310986905
114,1.1169768559043274
115,1.1285726466302852
116,1.1430758014914582
117,1.1372066787582196
118,1.147922380878908
119,1.1107921455862504
120,1.1157472700593123
121,1.1280522988893182
122,1.105316739705016
123,1.144346257156129
124,1.123848314509112
125,1.1286561625720857
126,1.1154085212296017
127,1.093662776356939
128,1.1405144311592021
129,1.14877393467372
130,1.1020464211408436
131,1.1302870112773267
132,1.1242562972543912
133,1.1329398495361247
134,1.0957094864040031
135,1.178811884802736
136,1.1196641214663772
137,1.1611774080920934
138,1.1236706406196808
139,1.1266720682787097
140,1.1497388199448562
141,1.1427118033071715
142,1.1053425028250001
143,1.1497058580471384
144,1.145160189433848
145,1.1206445211559761
146,1.15081959686678
147,1.1839450947287098
148,1.1658545234647775
149,1.1992368937615299
150,1.1577620524574286
151,1.1357708474169441
152,1.1608520270293339
153,1.1449482403951268
154,1.1457247303464944
155,1.1865720048918702
156,1.172993953690886
157,1.206428435891189
158,1.1820873298852719
159,1.2069832425116154
160,1.128924800297115
161,1.1943000706191769
162,1.195709988559352
163,1.2110326971678094
164,1.1755461777423355
165,1.213520925705785
166,1.2388713341171038
167,1.1986999464742512
168,1.2268819667452637
169,1.2072781815646403
170,1.1485947879897542
171,1.17462376587706
172,1.1922127241661222
173,1.176943903606798
174,1.166243354441979
175,1.1963984116145827
176,1.195017568999838
177,1.2180955478806423
178,1.186081398403086
179,1.2068504453370648
180,1.2066708940186834
181,1.1981451029197947
182,1.1703806096183393
183,1.1802370441441201
184,1.1953548145967015
185,1.1940265611777476
186,1.2026468446990366
187,1.1768242133768707
188,1.2128807962370651
189,1.1848865812217892
190,1.2337528457596167
191,1.2122881751957784
192,1.2211722597945347
193,1.2252586003050716
194,1.2236256644590373
195,1.2235098021055002
196,1.1954093274322664
197,1.176850851455977
198,1.241396590543638
199,1.1900041321981303
200,1.1976705072615443
201,1.199612208861582
202,1.209704838332098
203,1.1984876009391416
204,1.2184351617174833
205,1.1863733403330081
206,1.1978754752092982
207,1.1740889987828753
208,1.2034981020425903
209,1.237556967995978
210,1.2339374228565534
211,1.2307245258447712
212,1.215562678939445
213,1.2266667405791825
214,1.24446466705651
215,1.219755420826022
216,1.2295008365354052
217,1.2154881883165114
218,1.2140577855257444
219,1.2433806346144953
220,1.195783597064168
