,0
0,0.04472693566896137
1,0.03820790477618341
2,0.03921675361558721
3,0.05888204653185898
4,0.04987503821069361
5,-0.03460267077799249
6,0.028189315360523822
7,0.015589234391399935
8,0.012198629645085772
9,0.003645668012367652
10,-0.02928421706898387
11,0.00048812496007038896
12,0.039847319426974497
13,-0.05457170762198841
14,-0.05225641442792048
15,-0.04777014309917467
16,-0.0538038273083679
17,0.006375305906570581
18,-0.0323291420743204
19,-0.020468539615117968
20,1.0747057634233104
21,1.1361634688855138
22,1.1680547900618834
23,1.1836073375295644
24,1.2088774440493446
25,1.2047581141850372
26,1.2641105236283923
27,1.304541560155853
28,1.2452528860203451
29,1.3311263759847185
30,1.3222482660004378
31,1.3582889911262652
32,1.2988587591854566
33,1.3112172416396535
34,1.3236451371971738
35,1.341019303267463
36,1.3230030673790059
37,1.3373760629512943
38,1.3300758729551652
39,1.3329971633019977
40,1.3499614904408659
41,1.3989538173983191
42,1.3585059064580511
43,1.3387301026152572
44,1.3465376282442356
45,1.3970964139036322
46,1.3774676387989422
47,1.386272519729729
48,1.3843518113139845
49,1.3832455913494328
50,1.38571190374444
51,1.4040912471372506
52,1.3603310664163788
53,1.3534154855235307
54,1.3950618405698585
55,1.3370738193206912
56,1.3844507467060967
57,1.3722693313385685
58,1.3947217923805242
59,1.3967326361875023
60,1.4198696180287602
61,1.3631507971056123
62,1.3494263335119883
63,1.4123928408412463
64,1.3582416786556586
65,1.4065739926418726
66,1.377480363750978
67,1.3958856940130582
68,1.3861077659276604
69,1.403280664516097
70,1.4138246303057336
71,1.3928031944908166
72,1.4173634131646735
73,1.3966987939671605
74,1.4339459555813021
75,1.3920593735391
76,1.4025397181857813
77,1.3930994435783322
78,1.3990630189447968
79,1.4075611318140882
80,1.368322310705716
81,1.3850086723945643
82,1.4278432910370713
83,1.3485773860406374
84,1.3623444321328513
85,1.387918969939973
86,1.3785288311906705
87,1.4083944025412933
88,1.3698657681145134
89,1.4152156876633453
90,1.4052548607427924
91,1.3979669326428394
92,1.430260438593193
93,1.3765967975639137
94,1.3962049345312917
95,1.377857018131379
96,1.3810462465779991
97,1.4007619452425295
98,1.3790977832189504
99,1.407763568649823
100,1.3942768132487424
101,1.4167834827252428
102,1.3968581466174645
103,1.418553122328334
104,1.4057121698454054
105,1.4048521529256464
106,1.4345233878125283
107,1.419791391975604
108,1.389322868778383
109,1.40695964446798
110,1.430542363969887
111,1.3887331839635304
112,1.409522188123557
113,1.4387419078436738
114,1.3693672479771979
115,1.4022119140544054
116,1.4197389841093566
117,1.385532348137361
118,1.4039303511026624
119,1.4345708336816092
120,1.438790544323674
121,1.360659304639396
122,1.3870033775403983
123,1.416771334016724
124,1.4051351081482366
125,1.3971188226215625
126,1.4004092159738348
127,1.4244139988009181
128,1.4031122867509451
129,1.4307595652858136
130,1.410282745577652
131,1.3900046499746532
132,1.403968849468531
133,1.3960819847115988
134,1.4068867215372955
135,1.3852770918041473
136,1.4077422997930136
137,1.4354944147970488
138,1.4170653408862595
139,1.4082769017768442
140,1.4317244638301605
141,1.3727222932687062
142,1.402494172588189
143,1.4163257515545458
144,1.4291337004003968
145,1.415429066748876
146,1.377666015087225
147,1.3896209957593262
148,1.4051446297151453
149,1.4260867994276543
150,1.3756953473014248
151,1.4231849416895161
152,1.4532020746836751
153,1.3635800747143434
154,1.413356995081787
155,1.4123616857379009
156,1.3769491604950073
157,1.3905833249725557
158,1.4037726515727909
159,1.4224485835169265
160,1.389749824681785
161,1.4011841736661221
162,1.442634059991137
163,1.3920337712506967
164,1.4030307465184106
165,1.4041104483084428
166,1.3874733271470685
167,1.43313500345114
168,1.4413219568924114
169,1.3634924018430943
170,1.364258601226916
171,1.4096946193435675
172,1.398946603901132
173,1.436599668372763
174,1.3914960174450437
175,1.4681567748284208
176,1.35681505595888
177,1.4242107768751777
178,1.4056859252054728
179,1.4012603836406932
180,1.3950020466332986
181,1.3835870145082032
182,1.4259598174626638
183,1.4054036050289895
184,1.4254173188877421
185,1.4184105558074989
186,1.4148136433968053
187,1.4127137374394951
188,1.394145469175155
189,1.38527313776692
190,1.424055018484813
191,1.402404257034895
192,1.4310663155643173
193,1.3922343958719205
194,1.408744561495123
195,1.3845989983447564
196,1.4034558849585224
197,1.4005941443407528
198,1.3828472098531164
199,1.4194194397078062
200,1.4415667564593602
201,1.3746947098524336
202,1.4332461882912448
203,1.3479879901830285
204,1.417636897369601
205,1.3849323405560707
206,1.4113293598266323
207,1.4314342648814218
208,1.4619152048086437
209,1.4011004794601933
210,1.4307419644557613
211,1.4754773813184674
212,1.4233967890918369
213,1.3861899140572396
214,1.3908908888239269
215,1.3928275256250229
216,1.4331706195817195
217,1.4012774603444753
218,1.4068677090544461
219,1.419349246407864
220,1.4003269920782544
221,1.4208968118196432
222,1.4333320647529388
223,1.3754909455699953
224,1.390401457925785
225,1.3825156631139484
226,1.4109680987699138
227,1.4308324658936686
228,1.4107268010790066
229,1.4199111677756888
230,1.4110394034075855
231,1.4164484998163265
232,1.4259756458844546
233,1.4274255586310525
234,1.3795338312994567
235,1.383333397030699
236,1.4138554704789146
237,1.4229837678186803
238,1.3633480392953117
239,1.4048829757923464
240,1.4259916833081105
241,1.4190601922370039
242,1.431754088330821
243,1.403821602535461
244,1.4171661820841097
245,1.4344212721714664
246,1.379657099708953
247,1.4046066451586432
248,1.4230156353266905
249,1.431845934805304
250,1.3898631928047904
251,1.4205185671661889
252,1.4026440556045785
253,1.4309723995416768
254,1.38351091599353
255,1.410300026964862
256,1.421413640506345
257,1.4339181805536751
258,1.4081462198077936
259,1.419128723250866
260,1.4050853478625027
261,1.4011430396292757
262,1.4330587707480393
263,1.4179792816171577
264,1.4201903605543282
265,1.4063047758594254
266,1.4302504029010648
267,1.4080484106776325
268,1.3870174395220976
269,1.3831147293303752
270,1.3991060640697515
271,1.3993566775460766
272,1.4022939273542414
273,1.3895036830651364
274,1.424199201350356
275,1.4054290090063333
276,1.4037042300289824
277,1.4578550721552141
278,1.3961550819784223
279,1.4258573662941318
280,1.3997660043006763
281,1.4370452099966544
282,1.4581784380744236
283,1.4227588525582138
284,1.4036744172561344
285,1.3548450887114325
286,1.4147869343237867
287,1.3764717229497327
288,1.3721876186618607
289,1.4464654641037948
290,1.4043310973306171
291,1.429727817016383
292,1.3728020568923756
293,1.4017535159843242
294,1.3793659412942234
295,1.4065797991425213
296,1.3956941875341822
297,1.4195387297353879
298,1.4175565630925657
299,1.3710253050949444
300,1.3993153044824855
301,1.3866206141538404
302,1.3840055403122515
303,1.412187506367896
304,1.437396658889184
305,1.3935332548625214
306,1.4141105540095704
307,1.3836485134843608
308,1.3957022950822726
309,1.434413370949951
310,1.4287214994435962
311,1.4104374508039847
312,1.4185306261536292
313,1.3726118665252285
314,1.4224292745021843
315,1.4150549657194198
316,1.4053896462297604
317,1.405960371777786
318,1.4118038905869799
319,1.460980256900679
320,1.409889661703015
321,1.3564147922604157
322,1.3984577944232954
323,1.4614573649527673
324,1.4065294657098402
325,1.3999455889261614
326,1.391280480610954
327,1.423002436527175
328,1.402928715936711
329,1.3735882141303564
330,1.3712495320229956
331,1.4061960614523852
332,1.4254557223780526
333,1.410552157604865
334,1.4023820808454366
335,1.4077363009298176
336,1.3891639650678482
337,1.4212992957851178
338,1.3623279526387129
339,1.3844888858030884
340,1.3930302349261863
341,1.3814665783882754
342,1.4241772771828465
343,1.464657326650429
344,1.3603825759841428
345,1.380463404565548
346,1.4420531021334404
347,1.4184626059372842
348,1.3660600841666337
349,1.380047227578451
350,1.404688471312259
351,1.4319950505735015
352,1.3599351585700794
353,1.4026263231721714
354,1.4254085134750434
355,1.3782970451925158
356,1.383295988079122
357,1.4008934605473335
358,1.4205876316759793
359,1.4450797459904858
360,1.3846588078388105
361,1.4264316436266897
362,1.421233056018809
363,1.4285026469061157
364,1.4258441055207427
365,1.3989722211782114
366,1.4066694197008753
367,1.3948157640447099
368,1.4142532026425814
369,1.3930893866874026
370,1.4258408114842056
371,1.401625795288979
372,1.3812164186900036
373,1.3997637496167747
374,1.3496483884076036
375,1.416985278173298
376,1.443449975085037
377,1.4351072669296703
378,1.3488286142528174
379,1.4304367392304302
380,1.428299638548034
381,1.457524377269895
382,1.376441732795696
383,1.3615233989409936
384,1.4353070588426047
385,1.3889942381873752
386,1.4149503742569847
387,1.4251514152486542
388,1.3914107561418656
389,1.4119366067850059
390,1.4291481635790817
391,1.376574612984036
392,1.4104566170489972
393,1.4118176710233388
394,1.3775628337309058
395,1.4187591668303392
396,1.383316829451158
397,1.4085747579564012
398,1.4068810995536025
399,1.3578493709245953
400,1.4032637012387854
401,1.3933164733286276
402,1.4152944883582905
403,1.397484141751676
404,1.3943844523840194
405,1.3984317788140184
406,1.4278840293733799
407,1.4162861487472178
408,1.4002768192584267
409,1.4020459006404196
410,1.4336498316420245
411,1.3700238165171494
412,1.4729913284821676
413,1.4291169271340118
414,1.391556285606478
415,1.4210999535844493
416,1.4396368863899422
417,1.4080383485468742
418,1.3774913561158642
419,1.3971185715817678
420,1.4199681916703935
421,1.3962161407980032
422,1.3836841135595148
423,1.3711197938203568
424,1.4103123608211194
425,1.4077405446071907
426,1.4129883871893696
427,1.408929089666483
428,1.4319238324676276
429,1.4127128464401602
430,1.4013847139218667
431,1.3981965469387243
432,1.4100386177143698
433,1.4192943189141556
434,1.411841690776052
435,1.4147981910674063
436,1.3772457223678
437,1.4047120031652176
438,1.431874597103704
439,1.4178809474633358
440,1.4143444415941222
441,1.419933006344814
442,1.4189250431791238
443,1.4296833135253424
444,1.3967866657445938
445,1.4352443990487953
446,1.4248027753409467
447,1.4026050630758398
448,1.4222066435604261
449,1.4190538387933098
450,1.4010152365922588
451,1.4058940563973634
452,1.4395097671329071
453,1.4412971443847211
454,1.4198978161916047
455,1.4133916332812584
456,1.3773132884702755
457,1.455205156228488
458,1.4072161542955233
459,1.427957307685632
460,1.4342597678860318
461,1.4146536822492313
462,1.39863198512043
463,1.4498390609366982
464,1.414320454349583
465,1.3735340088438073
466,1.4254683274600632
467,1.4359021544581732
468,1.3851181307475768
469,1.4417968972031807
470,1.4407101210246487
471,1.4108274456126653
472,1.3792724605263496
473,1.4197365709308218
474,1.440483894224348
475,1.402281915129117
476,1.4108354122527207
477,1.3765979889760624
478,1.4326418255269602
479,1.4108996237431861
480,1.4248487889304415
481,1.3694740115332438
482,1.4355803371774347
483,1.425371892307045
484,1.4189867441055664
485,1.4128543825132598
486,1.4013162487764939
487,1.3821212700469243
488,1.4220104287229363
489,1.3685088388096074
490,1.4004330175786002
491,1.4617743203326439
492,1.4638898792153532
493,1.4310832453638516
494,1.3909037829377169
495,1.404859706962103
