,ε = 0,ε = 0.01,ε = 0.1,ε = 0.5
0,0.004898267738054411,-0.013705223041050051,-0.021220372736363492,-0.060896860034644874
1,0.0212009567395924,-0.011596620563896117,0.01338379384149844,0.035417120920242455
2,-0.02207398042670946,0.06686965155011561,0.02907744191278152,0.04503956618682186
3,0.1217442078690383,0.08482381820008995,0.1323355822600754,0.01610311845476759
4,0.1403992755879966,0.16384926130571717,0.1994353587373129,0.1082402930747463
5,0.2811208073516217,0.2255263258375699,0.248815606656204,0.11077986940632668
6,0.35686986776208274,0.34378045913225275,0.312367062584113,0.13593682488992198
7,0.4086559565560071,0.43774493243171414,0.37268392894629754,0.22158623579494383
8,0.4758097054601242,0.4714449698339742,0.39708339873599857,0.23677343911314233
9,0.558620125408717,0.5380354845969926,0.4974788972128297,0.23119013002348524
10,0.5536706900569518,0.6109557826978793,0.49722049384231115,0.31266376514578365
11,0.6532517058685277,0.6385426713572732,0.5915180090771853,0.321716326685086
12,0.6902116608096857,0.7062894351985157,0.6108061155298907,0.3259118482289066
13,0.7313904762797248,0.7388325573570587,0.6408427543476699,0.37434466359981544
14,0.7463342085381082,0.7601176985911968,0.7115984716938419,0.4194524433426457
15,0.8302072728371647,0.7884567005019645,0.6868522122395386,0.37292402831681176
16,0.8468248946184473,0.7881663116410437,0.7505173808899186,0.46039494373678297
17,0.8593025559346915,0.8206531159837986,0.8083034401280855,0.4797792687453414
18,0.8428210453703472,0.8577820489405173,0.8138483976339094,0.42408902835959555
19,0.8944579682275798,0.8638935752343723,0.8185258839509643,0.4722760424285581
20,0.936880128467781,0.8050476468374586,0.8159055756279183,0.4882783740980898
21,0.9359767689823796,0.8874280177501391,0.8683478813617656,0.4489007338230141
22,0.9232438358058119,0.9101940583866571,0.8663372138374135,0.5292230970006305
23,0.9459464932062892,0.8818250610472523,0.8898073849948328,0.5305996905179566
24,0.9366441406559595,0.9124136228129376,0.8949549317256703,0.5221951374723582
25,0.9535692961420345,0.9983479409540789,0.8657640945286855,0.4970595142842621
26,0.9783018305085068,0.9433004535195016,0.8916572938226435,0.5558844361407358
27,0.9472584294209476,0.9320741536966797,0.905566247368386,0.5428467425569643
28,0.9671701588442625,0.9714622474584312,0.9121899166355376,0.5524403226480831
29,0.9903928842855081,0.9464190404517496,0.9253867737491676,0.5597789886123925
30,0.9932906515714562,0.9641231144190462,0.9029801528854519,0.6007041073777414
31,1.0082065838538887,0.955340557988806,0.9230882629687432,0.5999467609319361
32,1.0121643815527597,0.9384064299495763,0.9217662943816577,0.6409736718691613
33,0.972580384740192,0.9612820679205595,0.9423570863529012,0.6283085939735668
34,0.9859807697670624,0.91037082455021,0.8900984293320855,0.6643797454369371
