,0.0,0.01,0.1,0.5
283,35.3,39.65,64.25,48.55
284,35.3,39.85,64.45,48.449999999999996
285,35.3,39.550000000000004,65.25,48.6
286,35.3,39.65,64.60000000000001,49.35
287,35.3,40.0,65.4,48.1
288,35.3,39.95,64.8,48.949999999999996
289,35.3,39.7,65.64999999999999,47.3
290,35.3,39.95,66.2,49.75
291,35.3,39.85,65.3,46.2
292,35.3,39.95,66.85,48.4
293,35.3,39.75,65.7,50.2
294,35.3,39.800000000000004,66.4,47.699999999999996
295,35.3,39.900000000000006,66.14999999999999,50.3
296,35.3,39.95,65.85,49.85
297,35.3,39.800000000000004,65.3,47.349999999999994
298,35.3,40.1,66.5,49.4
299,35.3,40.25,65.2,48.35
300,35.3,40.35,64.64999999999999,49.3
301,35.3,40.2,66.0,49.25
302,35.3,40.1,67.25,47.5
303,35.3,40.1,64.95,49.45
304,35.3,39.95,66.05,48.6
305,35.3,40.2,67.10000000000001,48.85
306,35.3,40.2,66.14999999999999,48.55
307,35.3,40.45,66.55,48.85
308,35.3,40.150000000000006,66.3,49.35
309,35.3,40.2,66.10000000000001,47.449999999999996
310,35.3,40.35,68.30000000000001,48.5
311,35.3,40.150000000000006,66.10000000000001,49.65
312,35.3,40.2,67.2,48.55
313,35.3,40.35,66.10000000000001,49.6
314,35.3,40.0,66.14999999999999,50.74999999999999
315,35.3,40.25,67.65,48.55
316,35.3,40.35,66.3,48.65
317,35.3,40.050000000000004,67.15,49.05
318,35.3,40.25,67.60000000000001,50.55
319,35.3,40.25,66.2,49.05
320,35.3,40.0,66.7,49.3
321,35.3,40.25,66.8,49.9
322,35.3,40.400000000000006,67.05,48.9
323,35.3,40.5,66.14999999999999,49.15
324,35.3,40.45,66.60000000000001,48.25
325,35.3,40.400000000000006,67.30000000000001,47.949999999999996
326,35.3,40.699999999999996,67.35,48.5
327,35.3,40.400000000000006,65.75,50.0
328,35.3,40.35,67.5,50.05
329,35.3,40.300000000000004,68.0,49.85
330,35.3,40.45,66.45,49.65
331,35.3,40.45,66.75,51.800000000000004
332,35.3,40.699999999999996,67.9,49.55
333,35.3,40.65,66.9,50.1
334,35.3,40.65,66.9,48.75
335,35.3,40.6,68.30000000000001,49.15
336,35.3,40.6,67.45,49.0
337,35.3,40.35,67.45,47.9
338,35.3,40.8,67.75,48.85
339,35.3,40.65,68.5,50.949999999999996
340,35.3,40.699999999999996,68.7,47.9
341,35.3,40.9,68.55,49.65
342,35.3,41.0,68.10000000000001,48.55
343,35.3,40.699999999999996,68.10000000000001,49.8
344,35.3,40.849999999999994,68.25,49.55
345,35.3,40.849999999999994,68.5,49.75
346,35.3,40.9,68.45,49.85
347,35.3,41.199999999999996,68.7,48.35
348,35.3,41.05,68.85,50.1
349,35.3,41.15,68.2,49.9
350,35.3,40.949999999999996,68.85,50.5
351,35.3,41.0,68.55,47.65
352,35.3,41.199999999999996,69.39999999999999,49.55
353,35.3,41.199999999999996,68.35,48.949999999999996
354,35.3,41.05,67.95,50.64999999999999
355,35.3,41.0,68.2,48.699999999999996
356,35.3,41.3,68.25,49.5
357,35.3,41.05,68.60000000000001,49.85
358,35.3,41.15,68.8,48.65
359,35.3,41.25,69.19999999999999,49.5
360,35.3,41.25,68.89999999999999,50.949999999999996
361,35.3,41.3,68.65,50.349999999999994
362,35.3,41.199999999999996,69.45,48.949999999999996
363,35.3,41.199999999999996,69.45,52.6
364,35.3,41.5,68.95,48.5
365,35.3,41.349999999999994,69.1,49.25
366,35.3,41.55,69.45,50.949999999999996
367,35.3,41.3,69.3,49.95
368,35.3,41.5,70.19999999999999,53.349999999999994
369,35.3,41.65,69.3,50.949999999999996
370,35.3,41.55,68.85,49.8
371,35.3,41.449999999999996,70.39999999999999,51.24999999999999
372,35.3,41.699999999999996,69.95,48.65
373,35.3,41.65,69.85,50.949999999999996
374,35.3,41.55,69.95,50.3
375,35.3,41.65,69.85,47.65
376,35.3,41.55,70.05,49.45
377,35.3,41.699999999999996,69.55,50.5
378,35.3,41.65,70.05,48.75
379,35.3,41.699999999999996,69.89999999999999,51.349999999999994
380,35.3,41.8,70.65,49.7
381,35.3,41.699999999999996,70.25,50.14999999999999
382,35.3,41.699999999999996,70.1,47.3
383,35.3,41.6,69.89999999999999,48.449999999999996
384,35.3,41.349999999999994,69.65,50.24999999999999
385,35.3,41.949999999999996,70.39999999999999,49.1
386,35.3,42.05,70.55,50.949999999999996
387,35.3,41.8,69.65,48.15
388,35.3,42.05,70.0,49.8
389,35.3,42.05,71.55,49.25
390,35.3,42.05,70.3,50.5
391,35.3,41.949999999999996,71.1,49.85
392,35.3,41.8,70.89999999999999,50.64999999999999
393,35.3,41.9,69.1,49.4
394,35.3,41.9,70.8,50.3
395,35.35,41.9,70.5,49.7
396,35.3,41.85,70.55,49.45
397,35.3,41.8,70.7,50.849999999999994
398,35.3,42.05,71.1,50.9
399,35.35,42.1,70.75,50.0
400,35.35,41.85,70.45,50.5
401,35.35,42.05,70.19999999999999,48.9
402,35.35,41.699999999999996,70.7,51.05
403,35.35,42.05,71.15,49.7
404,35.35,42.15,71.05,50.5
405,35.35,42.199999999999996,70.7,50.4
406,35.35,42.1,70.3,49.85
407,35.35,42.15,71.65,50.3
408,35.35,42.1,71.8,51.949999999999996
409,35.35,42.0,71.65,51.4
410,35.35,42.0,71.7,49.85
411,35.35,42.1,70.8,49.95
412,35.35,42.15,71.6,49.0
413,35.35,42.15,71.15,49.05
414,35.35,42.0,71.05,50.849999999999994
415,35.35,42.199999999999996,70.89999999999999,49.1
416,35.35,42.1,70.6,52.349999999999994
417,35.35,42.15,70.75,50.6
418,35.35,42.199999999999996,71.1,48.55
419,35.35,42.3,70.85000000000001,50.8
420,35.35,42.35,71.45,52.1
421,35.35,42.05,71.1,49.1
422,35.35,42.05,70.8,48.25
423,35.35,42.05,71.2,49.65
424,35.35,42.25,71.0,49.7
425,35.35,42.449999999999996,72.3,48.05
426,35.35,42.55,70.5,49.7
427,35.35,42.3,72.15,50.949999999999996
428,35.35,42.4,72.39999999999999,51.6
429,35.35,42.25,71.5,51.349999999999994
430,35.35,42.4,72.15,50.2
431,35.35,42.3,70.3,47.9
432,35.35,42.4,72.45,50.7
433,35.35,42.4,71.8,49.95
434,35.35,42.449999999999996,71.89999999999999,48.55
435,35.35,42.3,70.85000000000001,50.5
436,35.35,42.35,71.89999999999999,48.699999999999996
437,35.35,42.35,72.25,50.849999999999994
438,35.35,42.65,72.6,50.05
439,35.35,42.4,72.89999999999999,48.15
440,35.35,42.65,72.3,52.449999999999996
441,35.35,42.5,72.15,50.64999999999999
442,35.35,42.9,71.8,49.4
443,35.35,42.8,72.6,51.5
444,35.35,42.85,72.2,49.6
445,35.35,42.95,71.65,52.0
446,35.35,42.699999999999996,72.2,49.05
447,35.35,42.75,72.39999999999999,52.0
448,35.35,42.9,72.15,50.0
449,35.35,42.95,71.85000000000001,48.6
450,35.35,42.9,71.6,51.4
451,35.35,42.65,72.25,50.05
452,35.35,42.55,72.25,51.5
453,35.35,42.75,72.1,49.65
454,35.35,43.05,71.1,49.15
455,35.35,43.15,71.7,49.8
456,35.35,42.9,72.3,50.05
457,35.35,43.3,71.5,50.5
458,35.35,43.0,72.15,50.949999999999996
459,35.35,42.85,72.95,50.1
460,35.35,42.9,73.45,49.55
461,35.35,43.4,72.05,50.7
462,35.35,43.2,72.25,50.74999999999999
463,35.35,43.2,72.95,49.2
464,35.35,43.25,73.0,50.74999999999999
465,35.35,43.0,73.55000000000001,47.65
466,35.35,43.25,72.89999999999999,49.75
467,35.35,43.15,72.55,51.300000000000004
468,35.35,43.25,72.7,50.14999999999999
469,35.35,43.2,72.1,49.15
470,35.35,43.05,72.89999999999999,50.0
471,35.35,43.45,73.45,50.2
472,35.35,43.35,72.65,51.24999999999999
473,35.35,43.15,73.0,50.0
474,35.35,43.1,72.95,50.2
475,35.35,43.35,73.35000000000001,50.0
476,35.35,43.3,72.85000000000001,49.85
477,35.35,43.2,72.6,50.1
478,35.35,43.5,73.25,50.9
479,35.35,43.6,73.35000000000001,50.6
480,35.35,43.35,73.55000000000001,50.55
481,35.35,43.3,72.75,49.25
482,35.4,43.45,73.65,52.05
483,35.4,43.65,73.95,49.8
484,35.4,43.7,73.05,50.5
485,35.4,43.7,72.85000000000001,50.1
486,35.4,43.65,73.5,50.55
487,35.4,43.9,72.5,48.9
488,35.4,43.75,73.1,49.2
489,35.4,43.9,73.95,51.449999999999996
490,35.4,43.7,73.65,51.24999999999999
491,35.4,43.55,74.15,50.14999999999999
492,35.4,43.75,73.7,49.7
493,35.4,43.8,74.2,48.75
494,35.4,43.55,73.75,49.55
495,35.4,44.0,72.6,49.3
496,35.4,43.5,73.0,51.449999999999996
497,35.4,43.75,72.85000000000001,50.6
498,35.4,43.65,73.25,50.64999999999999
499,35.4,43.7,72.89999999999999,49.85
500,35.4,44.0,74.05000000000001,53.1
501,35.4,44.05,74.35000000000001,50.2
502,35.4,44.15,73.95,50.8
503,35.4,43.75,73.55000000000001,50.7
504,35.4,44.15,73.5,51.55
505,35.4,43.85,73.3,50.8
506,35.4,43.95,73.45,51.15
507,35.4,43.65,75.4,50.55
508,35.449999999999996,43.9,73.7,51.24999999999999
509,35.449999999999996,43.5,73.25,49.4
510,35.449999999999996,44.15,74.8,51.55
511,35.449999999999996,44.2,74.6,51.349999999999994
512,35.449999999999996,44.15,73.4,52.0
513,35.449999999999996,44.1,73.9,50.1
514,35.449999999999996,43.8,73.35000000000001,50.7
515,35.449999999999996,44.35,74.65,51.449999999999996
516,35.449999999999996,44.1,74.75,51.849999999999994
517,35.449999999999996,44.05,75.05,51.849999999999994
518,35.449999999999996,43.95,73.9,48.6
519,35.449999999999996,43.85,73.3,50.349999999999994
520,35.5,43.9,73.65,50.7
521,35.449999999999996,43.95,74.75,50.3
522,35.449999999999996,44.1,74.05000000000001,51.800000000000004
523,35.5,44.25,73.35000000000001,53.849999999999994
524,35.5,44.15,74.05000000000001,50.05
525,35.449999999999996,44.35,73.35000000000001,50.449999999999996
526,35.449999999999996,44.05,74.2,48.35
527,35.449999999999996,44.25,74.3,48.699999999999996
528,35.449999999999996,44.2,72.7,51.300000000000004
529,35.449999999999996,44.3,73.95,50.4
530,35.449999999999996,44.2,73.85000000000001,50.64999999999999
531,35.449999999999996,44.15,73.75,52.25
532,35.449999999999996,44.4,73.55000000000001,50.849999999999994
533,35.449999999999996,44.15,73.75,50.24999999999999
534,35.449999999999996,44.25,74.85000000000001,49.6
535,35.449999999999996,44.1,74.0,51.74999999999999
536,35.449999999999996,43.95,74.05000000000001,50.2
537,35.449999999999996,44.05,74.2,50.9
538,35.449999999999996,44.35,75.1,49.05
539,35.449999999999996,44.4,74.0,50.1
540,35.449999999999996,44.35,74.15,51.7
541,35.449999999999996,44.45,74.35000000000001,50.7
542,35.449999999999996,44.45,73.9,50.14999999999999
543,35.449999999999996,44.25,75.35,51.349999999999994
544,35.449999999999996,44.75,73.45,50.64999999999999
545,35.449999999999996,44.9,74.6,49.45
546,35.449999999999996,44.6,74.5,49.75
547,35.449999999999996,44.800000000000004,74.45,52.349999999999994
548,35.449999999999996,44.7,73.65,50.349999999999994
549,35.449999999999996,44.85,75.25,51.0
550,35.449999999999996,44.55,74.65,51.2
551,35.449999999999996,44.75,74.25,48.8
552,35.449999999999996,44.85,74.55000000000001,51.15
553,35.449999999999996,44.9,74.7,51.349999999999994
554,35.449999999999996,44.800000000000004,74.85000000000001,49.95
555,35.449999999999996,44.45,75.0,51.300000000000004
556,35.449999999999996,44.75,74.15,51.849999999999994
557,35.449999999999996,44.75,74.7,50.55
558,35.449999999999996,44.75,73.05,50.3
559,35.449999999999996,44.6,73.55000000000001,48.949999999999996
560,35.449999999999996,44.7,74.2,50.6
561,35.449999999999996,44.5,74.8,51.05
562,35.449999999999996,44.7,74.75,49.75
563,35.449999999999996,44.9,74.4,51.449999999999996
564,35.449999999999996,44.9,74.95,49.8
565,35.449999999999996,45.050000000000004,73.8,52.900000000000006
566,35.449999999999996,45.2,75.14999999999999,53.400000000000006
567,35.449999999999996,45.15,75.0,50.2
568,35.449999999999996,45.35,75.25,50.55
569,35.449999999999996,45.0,73.7,49.8
570,35.449999999999996,44.9,73.65,52.05
571,35.449999999999996,45.2,74.55000000000001,50.5
572,35.449999999999996,45.2,74.45,50.5
573,35.449999999999996,45.25,74.35000000000001,51.65
574,35.449999999999996,45.45,74.05000000000001,50.6
575,35.449999999999996,45.050000000000004,74.7,51.0
576,35.449999999999996,45.2,74.35000000000001,50.05
577,35.449999999999996,45.2,74.15,50.9
578,35.449999999999996,45.25,74.85000000000001,48.449999999999996
579,35.449999999999996,45.35,75.3,50.449999999999996
580,35.449999999999996,45.5,74.75,50.7
581,35.449999999999996,45.6,74.35000000000001,52.0
582,35.449999999999996,45.65,75.4,49.15
583,35.449999999999996,45.25,75.25,50.24999999999999
584,35.449999999999996,45.35,74.55000000000001,52.2
585,35.449999999999996,45.25,74.5,50.74999999999999
586,35.449999999999996,45.6,74.3,51.849999999999994
587,35.449999999999996,45.45,75.14999999999999,53.05
588,35.449999999999996,45.2,74.5,50.949999999999996
589,35.449999999999996,45.25,75.4,51.24999999999999
590,35.449999999999996,45.25,74.25,52.0
591,35.449999999999996,45.25,75.2,52.1
592,35.449999999999996,45.050000000000004,75.1,52.0
593,35.449999999999996,45.5,74.85000000000001,52.300000000000004
594,35.449999999999996,45.550000000000004,74.95,50.64999999999999
595,35.449999999999996,45.35,74.0,50.64999999999999
596,35.449999999999996,45.45,75.44999999999999,50.0
597,35.449999999999996,45.7,75.64999999999999,51.65
598,35.449999999999996,45.800000000000004,75.2,51.05
599,35.449999999999996,45.6,76.1,52.5
600,35.449999999999996,45.5,74.8,51.949999999999996
601,35.449999999999996,45.5,75.0,51.9
602,35.449999999999996,45.550000000000004,75.8,49.9
603,35.449999999999996,45.75,75.94999999999999,50.449999999999996
604,35.449999999999996,45.7,75.64999999999999,51.2
605,35.449999999999996,45.75,75.94999999999999,51.4
606,35.449999999999996,45.85,76.05,51.5
607,35.449999999999996,45.7,75.2,50.55
608,35.449999999999996,45.4,76.1,49.85
609,35.449999999999996,45.7,76.85,48.65
610,35.449999999999996,45.6,75.05,51.55
611,35.449999999999996,45.9,76.7,51.65
612,35.449999999999996,45.65,76.55,51.349999999999994
613,35.449999999999996,45.9,76.8,51.05
614,35.449999999999996,45.65,74.6,51.800000000000004
615,35.449999999999996,45.45,77.0,50.449999999999996
616,35.449999999999996,45.95,76.64999999999999,50.64999999999999
617,35.449999999999996,45.75,75.55,50.0
618,35.449999999999996,45.75,75.75,50.64999999999999
619,35.449999999999996,45.5,75.0,52.05
620,35.449999999999996,45.85,76.3,51.5
621,35.449999999999996,45.75,75.7,51.5
622,35.449999999999996,45.9,75.7,52.449999999999996
623,35.449999999999996,45.85,76.55,49.05
624,35.449999999999996,45.6,76.44999999999999,50.7
625,35.449999999999996,45.7,77.0,49.8
626,35.449999999999996,46.050000000000004,77.05,51.449999999999996
627,35.449999999999996,46.050000000000004,75.25,51.300000000000004
628,35.449999999999996,45.800000000000004,75.8,50.4
629,35.449999999999996,46.0,77.3,50.6
630,35.449999999999996,46.2,76.5,50.6
631,35.449999999999996,46.25,75.85,49.7
