,0.0,0.01,0.1,0.5
632,35.449999999999996,46.050000000000004,76.2,52.300000000000004
633,35.449999999999996,46.050000000000004,76.4,48.9
634,35.449999999999996,46.35,76.5,50.64999999999999
635,35.449999999999996,46.35,75.25,50.4
636,35.449999999999996,46.400000000000006,76.5,49.85
637,35.449999999999996,46.400000000000006,76.75,49.7
638,35.449999999999996,46.300000000000004,75.64999999999999,49.5
639,35.449999999999996,46.5,75.85,51.55
640,35.449999999999996,46.5,75.05,48.35
641,35.449999999999996,46.5,76.2,50.7
642,35.449999999999996,46.35,76.95,50.6
643,35.449999999999996,46.400000000000006,76.1,51.949999999999996
644,35.449999999999996,46.550000000000004,76.1,51.449999999999996
645,35.449999999999996,46.650000000000006,75.55,51.9
646,35.449999999999996,46.650000000000006,75.75,52.05
647,35.449999999999996,46.400000000000006,76.44999999999999,50.4
648,35.449999999999996,46.6,75.8,49.5
649,35.449999999999996,46.550000000000004,76.14999999999999,50.64999999999999
650,35.449999999999996,46.800000000000004,76.2,51.0
651,35.449999999999996,46.2,76.55,50.8
652,35.449999999999996,46.400000000000006,77.10000000000001,51.9
653,35.449999999999996,46.300000000000004,77.14999999999999,51.2
654,35.449999999999996,46.45,75.55,50.349999999999994
655,35.449999999999996,46.650000000000006,75.55,50.64999999999999
656,35.449999999999996,46.550000000000004,75.75,50.74999999999999
657,35.449999999999996,46.1,76.6,49.15
658,35.449999999999996,46.300000000000004,75.64999999999999,50.3
659,35.449999999999996,46.1,76.4,49.95
660,35.449999999999996,46.300000000000004,76.14999999999999,50.449999999999996
661,35.449999999999996,46.300000000000004,75.3,50.9
662,35.449999999999996,46.6,76.7,50.949999999999996
663,35.449999999999996,46.300000000000004,76.3,50.5
664,35.449999999999996,46.5,75.25,50.9
665,35.449999999999996,46.2,76.85,50.05
666,35.449999999999996,46.300000000000004,76.35,51.9
667,35.449999999999996,46.400000000000006,76.9,51.349999999999994
668,35.449999999999996,46.400000000000006,76.3,50.5
669,35.449999999999996,46.45,76.3,49.6
670,35.449999999999996,46.300000000000004,76.5,50.849999999999994
671,35.449999999999996,46.45,76.75,51.65
672,35.449999999999996,46.25,74.5,49.8
673,35.449999999999996,46.45,76.1,50.1
674,35.449999999999996,46.650000000000006,75.3,50.24999999999999
675,35.449999999999996,46.300000000000004,76.7,49.85
676,35.449999999999996,46.2,75.94999999999999,52.55
677,35.449999999999996,46.550000000000004,77.64999999999999,53.2
678,35.449999999999996,46.650000000000006,76.8,50.449999999999996
679,35.449999999999996,46.5,77.45,50.64999999999999
680,35.449999999999996,46.5,76.5,50.05
681,35.449999999999996,46.300000000000004,77.05,53.0
682,35.449999999999996,46.5,76.44999999999999,49.85
683,35.449999999999996,46.2,76.4,51.7
684,35.449999999999996,46.400000000000006,77.5,49.9
685,35.449999999999996,46.300000000000004,76.85,51.949999999999996
686,35.449999999999996,46.400000000000006,76.44999999999999,49.95
687,35.449999999999996,46.550000000000004,76.55,51.800000000000004
688,35.449999999999996,46.550000000000004,77.85,49.3
689,35.449999999999996,46.45,77.3,50.05
690,35.449999999999996,46.25,77.0,51.15
691,35.449999999999996,46.300000000000004,76.0,51.5
692,35.449999999999996,46.5,77.9,48.449999999999996
693,35.449999999999996,46.150000000000006,78.85,50.5
694,35.449999999999996,46.6,77.4,51.1
695,35.449999999999996,46.6,77.4,50.7
696,35.449999999999996,46.2,77.0,53.349999999999994
697,35.449999999999996,46.550000000000004,77.35,51.7
698,35.449999999999996,46.400000000000006,77.25,52.900000000000006
699,35.449999999999996,46.35,77.14999999999999,51.449999999999996
700,35.449999999999996,46.550000000000004,77.05,50.05
701,35.449999999999996,46.75,78.10000000000001,49.2
702,35.449999999999996,46.650000000000006,76.8,50.9
703,35.449999999999996,46.550000000000004,76.35,51.0
704,35.449999999999996,46.550000000000004,77.05,50.7
705,35.449999999999996,46.650000000000006,76.35,51.449999999999996
706,35.449999999999996,46.2,77.4,50.4
707,35.449999999999996,46.45,76.8,49.3
708,35.449999999999996,46.7,76.9,49.9
709,35.449999999999996,46.7,77.25,51.4
710,35.449999999999996,46.5,76.6,52.6
711,35.449999999999996,46.6,76.2,51.2
712,35.449999999999996,46.5,76.1,51.05
713,35.449999999999996,46.7,76.64999999999999,49.45
714,35.449999999999996,46.550000000000004,76.7,48.949999999999996
715,35.449999999999996,46.550000000000004,76.6,52.15
716,35.449999999999996,46.6,77.75,50.9
717,35.449999999999996,46.45,77.10000000000001,50.9
718,35.449999999999996,46.550000000000004,76.05,51.300000000000004
719,35.449999999999996,46.5,77.35,48.65
720,35.449999999999996,46.5,75.94999999999999,49.65
721,35.449999999999996,47.0,76.95,52.5
722,35.449999999999996,46.5,75.75,52.349999999999994
723,35.449999999999996,46.7,76.9,49.8
724,35.449999999999996,46.6,76.55,51.9
725,35.5,46.650000000000006,77.3,49.75
726,35.449999999999996,46.650000000000006,77.14999999999999,48.949999999999996
727,35.449999999999996,46.6,77.14999999999999,52.2
728,35.449999999999996,46.650000000000006,77.4,50.5
729,35.449999999999996,46.85,76.44999999999999,51.800000000000004
730,35.449999999999996,46.949999999999996,76.85,50.5
731,35.449999999999996,46.949999999999996,77.9,52.349999999999994
732,35.449999999999996,47.0,77.3,50.949999999999996
733,35.449999999999996,47.3,78.05,52.2
734,35.449999999999996,47.25,77.10000000000001,51.800000000000004
735,35.449999999999996,47.25,77.5,52.800000000000004
736,35.449999999999996,47.5,77.64999999999999,50.6
737,35.449999999999996,47.0,77.05,51.74999999999999
738,35.449999999999996,47.4,77.14999999999999,50.949999999999996
739,35.449999999999996,47.449999999999996,78.25,52.300000000000004
740,35.449999999999996,47.5,78.75,50.2
741,35.449999999999996,47.55,76.95,52.15
742,35.449999999999996,47.3,78.0,50.449999999999996
743,35.449999999999996,47.599999999999994,78.45,52.0
744,35.449999999999996,47.4,77.64999999999999,50.2
745,35.449999999999996,47.449999999999996,77.05,51.24999999999999
746,35.449999999999996,47.4,78.45,50.849999999999994
747,35.449999999999996,47.55,78.25,50.349999999999994
748,35.5,47.5,79.0,50.6
749,35.5,47.349999999999994,77.14999999999999,52.1
750,35.5,47.349999999999994,78.05,51.0
751,35.5,47.55,78.0,51.0
752,35.5,47.449999999999996,78.35,50.5
753,35.5,47.349999999999994,76.85,51.7
754,35.5,47.55,77.25,50.7
755,35.5,47.449999999999996,78.14999999999999,49.55
756,35.5,47.9,78.10000000000001,50.949999999999996
757,35.5,47.65,77.7,51.05
758,35.5,47.449999999999996,78.75,50.74999999999999
759,35.5,47.65,76.85,52.2
760,35.5,47.9,77.14999999999999,51.15
761,35.5,47.85,78.35,50.4
762,35.5,47.85,77.2,49.7
763,35.5,47.949999999999996,78.25,50.8
764,35.5,48.199999999999996,78.60000000000001,50.449999999999996
765,35.5,47.75,78.64999999999999,52.55
766,35.5,48.05,77.64999999999999,50.7
767,35.5,48.05,77.60000000000001,50.449999999999996
768,35.5,48.0,78.14999999999999,51.349999999999994
769,35.5,48.199999999999996,78.14999999999999,50.7
770,35.5,47.65,77.45,51.1
771,35.5,47.9,78.4,52.400000000000006
772,35.5,47.9,77.35,51.300000000000004
773,35.5,48.05,77.8,51.949999999999996
774,35.5,48.25,78.10000000000001,51.24999999999999
775,35.5,48.05,76.64999999999999,51.349999999999994
776,35.5,47.85,78.5,51.65
777,35.5,48.0,77.35,51.949999999999996
778,35.5,48.1,78.2,50.949999999999996
779,35.5,47.949999999999996,77.45,50.64999999999999
780,35.5,48.0,78.7,48.65
781,35.5,47.85,78.45,51.05
782,35.5,48.1,77.95,51.349999999999994
783,35.5,48.199999999999996,78.75,51.449999999999996
784,35.5,48.05,78.10000000000001,51.1
785,35.5,48.05,78.85,50.849999999999994
786,35.5,48.15,78.25,53.7
787,35.5,48.15,78.45,51.7
788,35.5,48.05,77.14999999999999,52.55
789,35.5,47.949999999999996,78.4,53.1
790,35.5,48.0,78.55,52.55
791,35.5,48.1,79.2,51.74999999999999
792,35.5,48.15,78.45,51.9
793,35.5,48.0,77.9,50.8
794,35.5,48.1,77.75,50.949999999999996
795,35.5,47.75,77.7,51.300000000000004
796,35.5,47.85,77.85,49.9
797,35.5,47.75,78.4,50.949999999999996
798,35.5,48.15,78.05,50.849999999999994
799,35.5,48.25,77.5,48.75
800,35.5,48.35,78.8,51.74999999999999
801,35.5,47.9,77.8,52.05
802,35.5,48.3,77.95,51.1
803,35.5,48.55,79.3,51.05
804,35.5,48.0,77.60000000000001,50.8
805,35.5,48.25,78.4,51.949999999999996
806,35.5,48.199999999999996,79.10000000000001,51.349999999999994
807,35.5,48.25,78.25,50.949999999999996
808,35.5,48.15,79.05,51.5
809,35.5,48.199999999999996,78.64999999999999,52.0
810,35.5,48.6,78.55,51.849999999999994
811,35.5,48.55,78.75,52.5
812,35.5,48.5,78.45,50.9
813,35.5,48.199999999999996,78.10000000000001,52.300000000000004
814,35.5,48.0,77.45,50.64999999999999
815,35.5,48.55,77.95,50.9
816,35.5,48.35,78.5,52.2
817,35.5,48.5,78.3,49.15
818,35.5,48.35,77.95,51.74999999999999
819,35.5,48.4,78.45,49.8
820,35.5,48.25,78.64999999999999,51.55
821,35.5,48.55,78.14999999999999,53.6
822,35.5,48.55,77.9,50.64999999999999
823,35.5,48.6,78.55,51.949999999999996
824,35.5,48.699999999999996,78.5,54.0
825,35.5,48.699999999999996,78.95,51.800000000000004
826,35.5,48.8,77.4,51.7
827,35.5,48.6,78.5,51.74999999999999
828,35.5,48.55,78.75,52.349999999999994
829,35.5,48.65,78.7,50.7
830,35.5,48.4,78.85,50.9
831,35.5,48.699999999999996,77.8,52.25
832,35.5,48.5,78.85,50.949999999999996
833,35.5,48.6,77.85,50.24999999999999
834,35.5,48.55,78.10000000000001,50.949999999999996
835,35.5,48.699999999999996,79.14999999999999,51.4
836,35.5,48.75,78.75,49.2
837,35.5,48.65,78.14999999999999,53.2
838,35.5,48.65,78.35,51.9
839,35.5,48.65,79.14999999999999,51.300000000000004
840,35.5,48.75,78.35,51.800000000000004
841,35.5,48.5,78.35,51.55
842,35.5,48.6,78.85,51.05
843,35.5,48.199999999999996,78.55,49.9
844,35.5,48.75,79.3,52.15
845,35.5,48.699999999999996,77.8,51.4
846,35.5,48.699999999999996,79.05,52.65
847,35.5,48.4,79.9,53.2
848,35.5,48.6,78.14999999999999,53.5
849,35.5,49.15,78.2,51.300000000000004
850,35.5,48.8,79.2,50.0
851,35.5,48.9,79.10000000000001,52.949999999999996
852,35.5,48.9,79.0,49.35
853,35.5,48.949999999999996,77.85,51.800000000000004
854,35.5,49.1,77.14999999999999,50.74999999999999
855,35.5,48.9,79.35,52.449999999999996
856,35.5,48.9,77.35,49.8
857,35.5,49.05,77.7,51.2
858,35.5,48.8,78.9,51.5
859,35.5,48.85,78.4,50.74999999999999
860,35.5,48.65,77.7,52.349999999999994
861,35.5,48.9,77.05,50.949999999999996
862,35.5,49.0,79.35,51.4
863,35.5,48.65,77.4,52.15
864,35.5,48.9,78.3,49.65
865,35.5,49.2,78.95,52.75
866,35.5,48.8,78.9,50.2
867,35.5,48.949999999999996,78.5,50.55
868,35.5,49.0,78.55,52.0
869,35.5,49.4,78.14999999999999,51.6
870,35.5,49.1,79.10000000000001,51.15
871,35.5,49.5,78.85,51.55
872,35.5,49.15,78.60000000000001,52.65
873,35.5,49.1,78.35,52.05
874,35.5,48.949999999999996,79.05,50.64999999999999
875,35.5,49.3,78.55,51.6
876,35.5,49.5,78.2,52.900000000000006
877,35.5,49.3,78.55,51.2
878,35.5,49.55,78.5,51.74999999999999
879,35.5,49.35,78.3,52.800000000000004
880,35.5,49.4,78.35,53.400000000000006
881,35.5,49.15,78.05,50.6
882,35.5,49.4,78.2,50.14999999999999
883,35.5,49.3,78.95,51.300000000000004
884,35.5,49.4,78.60000000000001,50.3
885,35.5,49.25,78.60000000000001,52.949999999999996
886,35.5,49.55,79.2,51.4
887,35.5,49.3,78.75,50.55
888,35.5,49.15,79.14999999999999,51.55
889,35.5,49.25,78.5,50.1
890,35.5,49.35,79.05,51.349999999999994
891,35.5,49.2,79.10000000000001,51.1
892,35.5,49.7,79.2,50.9
893,35.5,49.75,78.5,51.849999999999994
894,35.5,49.35,78.60000000000001,52.400000000000006
895,35.5,49.5,79.3,50.449999999999996
896,35.5,49.5,78.5,54.6
897,35.5,49.4,79.2,50.2
898,35.5,49.6,79.10000000000001,51.2
899,35.5,49.6,79.35,50.9
900,35.55,49.65,78.95,52.2
901,35.5,49.5,77.7,50.55
902,35.55,49.65,77.85,51.4
903,35.6,49.7,78.14999999999999,51.1
904,35.55,49.6,79.65,51.65
905,35.55,49.55,78.75,50.74999999999999
906,35.6,49.7,78.45,50.949999999999996
907,35.6,49.75,79.60000000000001,53.0
908,35.6,50.1,78.35,52.7
909,35.6,49.95,79.25,52.400000000000006
910,35.6,49.95,78.45,52.55
911,35.6,49.65,79.0,52.949999999999996
912,35.6,49.9,78.7,50.74999999999999
913,35.6,50.05,78.5,51.0
914,35.6,50.1,78.2,51.05
915,35.6,50.0,78.10000000000001,52.349999999999994
916,35.6,49.9,78.45,53.0
917,35.6,50.05,78.95,51.7
918,35.6,49.95,79.05,51.6
919,35.6,50.3,78.35,51.9
920,35.6,50.2,78.8,49.85
921,35.6,50.0,77.45,51.15
922,35.6,50.24999999999999,79.05,53.300000000000004
923,35.6,50.5,78.60000000000001,54.25
924,35.6,50.6,78.9,51.349999999999994
925,35.6,50.1,80.10000000000001,53.1
926,35.6,50.55,78.60000000000001,50.55
927,35.6,50.3,78.9,51.2
928,35.6,50.5,77.85,51.9
929,35.6,50.74999999999999,78.95,51.800000000000004
930,35.6,50.8,79.4,51.7
931,35.6,50.55,78.75,52.6
932,35.6,50.6,78.9,51.55
933,35.6,50.3,78.0,51.449999999999996
934,35.6,50.3,78.85,53.2
935,35.6,50.6,79.14999999999999,51.55
936,35.6,50.55,77.60000000000001,51.849999999999994
937,35.6,50.4,78.55,51.349999999999994
938,35.6,50.55,78.85,49.85
939,35.6,50.55,79.25,52.2
940,35.6,50.64999999999999,78.10000000000001,52.1
941,35.6,50.4,78.8,50.449999999999996
942,35.6,50.74999999999999,78.9,53.2
943,35.6,50.7,79.10000000000001,51.449999999999996
944,35.6,50.7,79.14999999999999,50.5
945,35.6,50.64999999999999,79.55,51.74999999999999
946,35.6,50.4,78.05,51.800000000000004
947,35.6,50.6,79.05,52.900000000000006
948,35.6,50.6,79.14999999999999,50.9
949,35.6,50.4,79.60000000000001,53.25
950,35.6,50.5,78.4,51.05
951,35.6,50.6,79.60000000000001,52.300000000000004
952,35.6,50.6,79.35,50.74999999999999
953,35.6,50.64999999999999,80.05,51.5
954,35.6,50.55,78.60000000000001,51.65
955,35.6,50.8,79.25,52.949999999999996
956,35.6,50.55,78.75,51.2
957,35.6,50.949999999999996,79.60000000000001,49.35
958,35.6,50.6,79.9,49.8
959,35.6,50.64999999999999,80.30000000000001,51.349999999999994
960,35.6,50.74999999999999,79.10000000000001,51.800000000000004
961,35.6,50.449999999999996,79.3,53.55
962,35.6,50.849999999999994,79.45,52.400000000000006
963,35.6,51.0,79.05,52.05
964,35.6,50.949999999999996,78.9,53.1
965,35.6,50.8,79.25,51.300000000000004
966,35.6,50.8,79.3,51.9
967,35.6,50.449999999999996,79.9,52.05
968,35.6,50.849999999999994,79.2,52.55
969,35.6,51.0,78.8,52.6
970,35.6,51.0,79.7,52.75
971,35.6,51.4,79.55,52.05
972,35.6,51.0,78.64999999999999,51.800000000000004
973,35.6,50.849999999999994,79.14999999999999,53.05
974,35.6,51.24999999999999,80.30000000000001,53.2
975,35.6,51.05,79.45,51.1
976,35.6,50.8,79.14999999999999,50.1
977,35.6,51.349999999999994,79.45,52.15
978,35.6,51.24999999999999,79.85,52.0
979,35.6,51.300000000000004,79.60000000000001,52.449999999999996
980,35.6,51.1,79.7,49.3
981,35.6,51.2,78.95,51.2
982,35.6,51.300000000000004,78.9,52.449999999999996
983,35.6,51.05,79.25,50.449999999999996
984,35.6,51.449999999999996,79.75,52.7
985,35.6,51.24999999999999,77.85,52.800000000000004
986,35.6,51.1,78.5,53.900000000000006
987,35.6,51.449999999999996,78.75,52.900000000000006
988,35.6,51.0,79.35,51.849999999999994
989,35.6,51.349999999999994,79.14999999999999,52.349999999999994
990,35.6,51.300000000000004,79.95,51.6
991,35.6,51.5,78.64999999999999,53.449999999999996
992,35.6,51.449999999999996,78.7,52.2
993,35.6,51.4,78.9,51.800000000000004
994,35.6,51.349999999999994,79.45,51.65
995,35.6,51.2,78.25,52.849999999999994
996,35.6,51.449999999999996,78.7,52.849999999999994
997,35.6,51.349999999999994,79.14999999999999,52.349999999999994
998,35.6,51.5,79.10000000000001,51.24999999999999
999,35.6,51.449999999999996,79.55,50.949999999999996
